Institution,Discipline,Last,First,City,Gender,Region,Macro
BOLOGNA,SECS-S,AGLIARDI,Rossella,Bologna,F,Emilia-Romagna,Nord
MILANO-BICOCCA,GEO,AGLIARDI,Federico,Milano,M,Lombardia,Nord
Cattolica del Sacro Cuore,SECS-S,AGLIARI,Anna,Milano,F,Lombardia,Nord
Seconda Univ. NAPOLI,SECS-P,AGLIATA,Francesco,Napoli,M,Campania,Sud
Bocconi MILANO,SECS-P,AGLIATI,Marco Mario,Milano,M,Lombardia,Nord
IULM - MILANO,ICAR,AGLIERIRINELLA,Vincenzo Tiziano,Milano,M,Lombardia,Nord
TORINO,MED,AGLIETTA,Massimo,Torino,M,Piemonte,Nord
PISA,SPS,AGLIETTI,Marcella,Pisa,F,Toscana,Centro
"ROMA \La Sapienza\\\\\""""",FIS,AGLIETTI,Ugo Giuseppe,Roma,M,Lazio,Centro
PALERMO,FIS,AGLIOLOGALLITTO,Aurelio,Palermo,M,Sicilia,Sicilia
"ROMA \La Sapienza\\\\\""""",M-PSI,AGLIOTI,Salvatore Maria,Roma,M,Lazio,Centro
PARMA,IUS,AGNATI,Ulrico,Parma,M,Emilia-Romagna,Nord
PERUGIA,AGR,AGNELLI,Alberto,Perugia,M,Umbria,Centro
PERUGIA,MED,AGNELLI,Giancarlo,Perugia,M,Umbria,Centro
PALERMO,IUS,AGNELLO,Antonino,Palermo,M,Sicilia,Sicilia
PALERMO,ICAR,AGNELLO,Fabrizio,Palermo,M,Sicilia,Sicilia
PALERMO,SECS-P,AGNELLO,Giovanni,Palermo,M,Sicilia,Sicilia
PALERMO,MED,AGNELLO,Giuseppe,Palermo,M,Sicilia,Sicilia
PALERMO,FIS,AGNELLO,Simonpietro,Palermo,M,Sicilia,Sicilia
Politecnico di TORINO,FIS,AGNELLO,Michelangelo,Torino,M,Piemonte,Nord
"ROMA \La Sapienza\\\\\""""",ING-IND,AGNENI,Alessandro,Roma,M,Lazio,Centro
Cattolica del Sacro Cuore,MED,AGNES,Salvatore,Milano,M,Lombardia,Nord
PALERMO,AGR,AGNESE,Carmelo,Palermo,M,Sicilia,Sicilia
PALERMO,GEO,AGNESI,Valerio,Palermo,M,Sicilia,Sicilia
PAVIA,FIS,AGNESI,Antoniangelo,Pavia,M,Lombardia,Nord
PARMA,L-FIL-LET,AGNESINI,Alex,Parma,M,Emilia-Romagna,Nord
SIENA,MAT,AGNETIS,Alessandro,Siena,M,Toscana,Centro
PARMA,MED,AGNETTI,Aldo,Parma,M,Emilia-Romagna,Nord
SASSARI,MED,AGNETTI,Virgilio,Sassari,M,Sardegna,Sardegna
CHIETI-PESCARA,MED,AGNIFILI,Luca,Chieti,M,Abruzzo,Sud
L AQUILA,MED,AGNIFILI,Alessio,Aquila,M,Abruzzo,Sud
PADOVA,GEO,AGNINI,Claudia,Padova,F,Veneto,Nord
"NAPOLI \Federico II\\\\\""""",BIO,AGNISOLA,Claudio,Napoli,M,Campania,Sud
FIRENZE,AGR,AGNOLETTI,Mauro,Firenze,M,Toscana,Centro
BOLOGNA,ICAR,AGNOLETTO,Matteo,Bologna,M,Emilia-Romagna,Nord
PADOVA,M-PSI,AGNOLI,Franca,Padova,F,Veneto,Nord
"ROMA \La Sapienza\\\\\""""",SPS,AGNOLI,Maria Stella,Roma,F,Lazio,Centro
PISA,AGR,AGNOLUCCI,Monica,Pisa,F,Toscana,Centro
"ROMA \La Sapienza\\\\\""""",M-STO,AGO,Renata,Roma,F,Lazio,Centro
CATANIA,MED,AGODI,Antonella Paola,Catania,F,Sicilia,Sicilia
"NAPOLI \Federico II\\\\\""""",SPS,AGODI,Maria Carmela,Napoli,F,Campania,Sud
Cattolica del Sacro Cuore,L-LIN,AGORNI,Mirella,Milano,F,Lombardia,Nord
BASILICATA,GEO,AGOSTA,Fabrizio,Potenza,M,Basilicata,Sud
Politecnico di MILANO,ING-INF,AGOSTA,Giovanni,Milano,M,Lombardia,Nord
ROMA TRE,SPS,AGOSTA,Antonio,Roma,M,Lazio,Centro
PALERMO,M-GGR,AGOSTARO,Gaetana,Palermo,F,Sicilia,Sicilia
Mediterranea di REGGIO CALABRIA,AGR,AGOSTEO,Giovanni Enrico,ReggioCalabria,M,Calabria,Sud
CATANZARO,MED,AGOSTI,Valter,Catanzaro,M,Calabria,Sud
MILANO,L-ART,AGOSTI,Giovanni,Milano,M,Lombardia,Nord
PADOVA,ING-INF,AGOSTI,Maristella,Padova,F,Veneto,Nord
"ROMA \Tor Vergata\\\\\""""",L-ART,AGOSTI,Barbara,Roma,F,Lazio,Centro
ROMA TRE,L-FIL-LET,AGOSTI,Marco,Roma,M,Lazio,Centro
UDINE,L-FIL-LET,AGOSTI,Gianfranco,Udine,M,Friuli-Venezia-Giulia,Nord
VERONA,M-PED,AGOSTI,Alberto,Verona,M,Veneto,Nord
BARI,CHIM,AGOSTIANO,Angela,Bari,F,Puglia,Sud
BASILICATA,ICAR,AGOSTINACCHIO,Michele,Potenza,M,Basilicata,Sud
Ca Foscari VENEZIA,SECS-S,AGOSTINELLI,Claudio,Venezia,M,Veneto,Nord
Politecnica delle MARCHE,ICAR,AGOSTINELLI,Marcello,Ancona,M,Marche,Centro
"ROMA \La Sapienza\\\\\""""",BIO,AGOSTINELLI,Enzo,Roma,M,Lazio,Centro
ROMA TRE,IUS,AGOSTINELLI,Benedetta,Roma,F,Lazio,Centro
BOLOGNA,M-PSI,AGOSTINI,Francesca,Bologna,F,Emilia-Romagna,Nord
FERRARA,IUS,AGOSTINI,Chiara,Ferrara,F,Emilia-Romagna,Nord
FIRENZE,ICAR,AGOSTINI,Elisabetta,Firenze,F,Toscana,Centro
IULM - MILANO,SPS,AGOSTINI,Angelo,Milano,M,Lombardia,Nord
MESSINA,MED,AGOSTINI,Giovanni,Messina,M,Sicilia,Sicilia
MILANO,AGR,AGOSTINI,Stella,Milano,F,Lombardia,Nord
MILANO-BICOCCA,INF,AGOSTINI,Alessandra,Milano,F,Lombardia,Nord
PADOVA,MED,AGOSTINI,Carlo,Padova,M,Veneto,Nord
PADOVA,M-STO,AGOSTINI,Filiberto,Padova,M,Veneto,Nord
"ROMA \La Sapienza\\\\\""""",MED,AGOSTINI,Susanna,Roma,F,Lazio,Centro
TRIESTE,M-PSI,AGOSTINI,Tiziano,Trieste,M,Friuli-Venezia-Giulia,Nord
"URBINO \Carlo BO\\\\\""""",BIO,AGOSTINI,Deborah,Urbino,F,Marche,Centro
"URBINO \Carlo BO\\\\\""""",M-STO,AGOSTINIS,Sergio,Urbino,M,Marche,Centro
della CALABRIA,SECS-P,AGOSTINO,Mariarosaria,Arcavacata,F,Calabria,Sud
della CALABRIA,FIS,AGOSTINO,Raffaele Giuseppe,Arcavacata,M,Calabria,Sud
SALERNO,IUS,AGOSTINO,Rosa Maria,Salerno,F,Campania,Sud
MILANO,MED,AGOSTONI,Carlo Virginio,Milano,M,Lombardia,Nord
MILANO,MED,AGOSTONI,Piergiuseppe,Milano,M,Lombardia,Nord
PALERMO,CHIM,AGOZZINO,Pasquale,Palermo,M,Sicilia,Sicilia
Seconda Univ. NAPOLI,MED,AGOZZINO,Erminia,Napoli,F,Campania,Sud
Seconda Univ. NAPOLI,MED,AGOZZINO,Lucio,Napoli,M,Campania,Sud
SISSA - TRIESTE,MAT,AGRACHEV,Andrey,Trieste,M,Friuli-Venezia-Giulia,Nord
MILANO,BIO,AGRADI,Elisabetta,Milano,F,Lombardia,Nord
MESSINA,M-PED,AGRESTA,Salvatore,Messina,M,Sicilia,Sicilia
FIRENZE,FIS,AGRESTI,Alessandro,Firenze,M,Toscana,Centro
Seconda Univ. NAPOLI,MED,AGRESTI,Ettore,Napoli,M,Campania,Sud
Seconda Univ. NAPOLI,MED,AGRESTI,Massimo,Napoli,M,Campania,Sud
TERAMO,L-LIN,AGRESTI,Giovanni,Teramo,M,Abruzzo,Sud
"ROMA \Tor Vergata\\\\\""""",MED,AGRESTINI,Corrado,Roma,M,Lazio,Centro
MILANO,MED,AGRIFOGLIO,Marco,Milano,M,Lombardia,Nord
PALERMO,IUS,AGRIFOGLIO,Sergio,Palermo,M,Sicilia,Sicilia
BARI,BIO,AGRIMI,Gennaro,Bari,M,Puglia,Sud
TUSCIA,AGR,AGRIMI,Mariagrazia,Viterbo,F,Lazio,Centro
PALERMO,AGR,AGRO,Alfonso,Palermo,M,Sicilia,Sicilia
PALERMO,SECS-S,AGRO,Gianna,Palermo,F,Sicilia,Sicilia
"Univ. \Campus Bio-Medico\\ ROMA\\\""""",MED,AGRO,Felice Eugenio,Roma,M,Lazio,Centro
BARI,GEO,AGROSI,Giovanna,Bari,F,Puglia,Sud
PALERMO,MED,AGRUSA,Antonino,Palermo,M,Sicilia,Sicilia
ROMA TRE,M-PED,AGRUSTI,Gabriella,Roma,F,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",BIO,AGUANNO,Salvatore,Roma,M,Lazio,Centro
MESSINA,BIO,AGUENNOUZM,Hammed,Messina,M,Sicilia,Sicilia
CATANIA,MED,AGUGLIA,Eugenio,Catania,M,Sicilia,Sicilia
CATANZARO,MED,AGUGLIA,Umberto,Catanzaro,M,Calabria,Sud
Politecnico di BARI,MAT,AGUGLIA,Angela,Bari,F,Puglia,Sud
FERRARA,BIO,AGUIARI,Gianluca,Ferrara,M,Emilia-Romagna,Nord
ROMA TRE,SECS-P,AGUIARI,Roberto,Roma,M,Lazio,Centro
MILANO,MED,AGUS,Giovanni Battista,Milano,M,Lombardia,Nord
CHIETI-PESCARA,SPS,AGUSTONI,Alfredo,Chieti,M,Abruzzo,Sud
"URBINO \Carlo BO\\\\\""""",M-FIL,AGUTI,Andrea,Urbino,M,Marche,Centro
MILANO,INF,AGUZZOLI,Stefano,Milano,M,Lombardia,Nord
PISA,ING-IND,AHLUWALIA,Arti Devi,Pisa,M,Toscana,Centro
GENOVA,L-OR,AHMEDISMAILAHMED,Nasser,Genova,M,Liguria,Nord
PADOVA,CHIM,AHMEDISSE,Abdirisak,Padova,M,Veneto,Nord
BOLOGNA,BIO,AICARDI,Giorgio,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,IUS,AICARDI,Nicola,Bologna,M,Emilia-Romagna,Nord
GENOVA,ING-INF,AICARDI,Michele,Genova,M,Liguria,Nord
"ROMA \Tor Vergata\\\\\""""",FIS,AIELLI,Giulio,Roma,M,Lazio,Centro
CAGLIARI,M-PSI,AIELLO,Antonio,Cagliari,M,Sardegna,Sardegna
CATANIA,ING-IND,AIELLO,Giovanni Antonino,Catania,M,Sicilia,Sicilia
CHIETI-PESCARA,MED,AIELLO,Francesca Bianca,Chieti,F,Abruzzo,Sud
della CALABRIA,CHIM,AIELLO,Francesca,Arcavacata,F,Calabria,Sud
della CALABRIA,SECS-P,AIELLO,Francesco,Arcavacata,M,Calabria,Sud
della CALABRIA,CHIM,AIELLO,Iolinda,Arcavacata,F,Calabria,Sud
della CALABRIA,ING-IND,AIELLO,Rosario,Arcavacata,M,Calabria,Sud
FIRENZE,SECS-P,AIELLO,Gaetano Maria,Firenze,M,Toscana,Centro
MESSINA,L-ANT,AIELLO,Vincenzo,Messina,M,Sicilia,Sicilia
"NAPOLI \Federico II\\\\\""""",CHIM,AIELLO,Anna,Napoli,F,Campania,Sud
PALERMO,CHIM,AIELLO,Enrico,Palermo,M,Sicilia,Sicilia
PALERMO,ING-IND,AIELLO,Giuseppe,Palermo,M,Sicilia,Sicilia
PALERMO,CHIM,AIELLO,Stefania,Palermo,F,Sicilia,Sicilia
PARMA,MED,AIELLO,Marina,Parma,F,Emilia-Romagna,Nord
SALENTO,ICAR,AIELLO,Maria Antonietta,Lecce,F,Puglia,Sud
SASSARI,MED,AIELLO,Elena,Sassari,F,Sardegna,Sardegna
TORINO,IUS,AIELLO,Marco Maria,Torino,M,Piemonte,Nord
UKE - Universit’¾ Kore di ENNA,SECS-S,AIELLO,Fabio,Enna,M,Sicilia,Sicilia
SASSARI,MED,AIELLOG.,Isidoro Cesare,Sassari,M,Sardegna,Sardegna
PALERMO,MAT,AIENA,Pietro,Palermo,M,Sicilia,Sicilia
VERONA,L-ART,AIKEMA,Bernard Jan Hendrik,Verona,M,Veneto,Nord
PIEMONTE ORIENTALE,MED,AIMARETTI,Gianluca,Vercelli,M,Piemonte,Nord
GENOVA,M-DEA,AIME,Marco,Genova,M,Liguria,Nord
TORINO,CHIM,AIME,Silvio,Torino,M,Piemonte,Nord
PIEMONTE ORIENTALE,IUS,AIMERITO,Francesco,Vercelli,M,Piemonte,Nord
TORINO,MED,AIMETTI,Mario,Torino,M,Piemonte,Nord
PARMA,MAT,AIMI,Alessandra,Parma,F,Emilia-Romagna,Nord
PAVIA,SPS,AIMO,Pietro Vincenzo,Pavia,M,Lombardia,Nord
TORINO,IUS,AIMO,Mariapaola,Torino,F,Piemonte,Nord
PIEMONTE ORIENTALE,IUS,AIMONETTO,Maria Gabriella,Vercelli,F,Piemonte,Nord
FERRARA,MED,AIMONI,Claudia,Ferrara,F,Emilia-Romagna,Nord
MESSINA,BIO,AINIS,Luigi,Messina,M,Sicilia,Sicilia
MESSINA,MED,AINIS,Tommaso,Messina,M,Sicilia,Sicilia
ROMA TRE,IUS,AINIS,Michele,Roma,M,Lazio,Centro
PADOVA,INF,AIOLLI,Fabio,Padova,M,Veneto,Nord
PALERMO,L-ANT,AIOSA,Sergio,Palermo,M,Sicilia,Sicilia
IULM - MILANO,ING-INF,AIRAGHI,Laura,Milano,F,Lombardia,Nord
TORINO,M-PSI,AIRENTI,Gabriella,Torino,F,Piemonte,Nord
PALERMO,ICAR,AIROFARULLA,Camillo,Palermo,M,Sicilia,Sicilia
Bocconi MILANO,SECS-P,AIROLDI,Giuseppe,Milano,M,Lombardia,Nord
BOLOGNA,BIO,AIROLDI,Laura,Bologna,F,Emilia-Romagna,Nord
PALERMO,ICAR,AIROLDI,Cesare,Palermo,M,Sicilia,Sicilia
PALERMO,CHIM,AIROLDI,Marta,Palermo,F,Sicilia,Sicilia
Politecnico di MILANO,ING-IND,AIROLDI,Alessandro Antonio,Milano,M,Lombardia,Nord
TORINO,AGR,AIROLDI,Gianfranco,Torino,M,Piemonte,Nord
TORINO,IUS,AIROLDI,Mario,Torino,M,Piemonte,Nord
"ROMA \La Sapienza\\\\\""""",M-STO,AIT,Ivana,Roma,F,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",BIO,AITA,Mariangela,Roma,F,Lazio,Centro
BARI,VET,AIUDI,Giulio Guido,Bari,M,Puglia,Sud
PALERMO,GEO,AIUPPA,Alessandro,Palermo,M,Sicilia,Sicilia
"ROMA \Tor Vergata\\\\\""""",MED,AIUTI,Alessandro,Roma,M,Lazio,Centro
TORINO,IUS,AJANI,Gianmaria,Torino,M,Piemonte,Nord
"ROMA \La Sapienza\\\\\""""",MED,AJASSA,Camilla,Roma,F,Lazio,Centro
TORINO,GEO,AJASSA,Roberto,Torino,M,Piemonte,Nord
MESSINA,VET,AJELLO,Antonio,Messina,M,Sicilia,Sicilia
PISA,L-LIN,AJELLO,Roberto,Pisa,M,Toscana,Centro
"ROMA \La Sapienza\\\\\""""",M-PSI,AJELLO,Anna Maria,Roma,F,Lazio,Centro
SALERNO,L-FIL-LET,AJELLO,Epifanio,Salerno,M,Campania,Sud
Cattolica del Sacro Cuore,AGR,AJMONEMARSAN,Paolo,Milano,M,Lombardia,Nord
Politecnico di TORINO,ING-INF,AJMONEMARSAN,Marco Giuseppe,Torino,M,Piemonte,Nord
TORINO,AGR,AJMONEMARSAN,Franco,Torino,M,Piemonte,Nord
PALERMO,ING-IND,AJOVALASIT,Augusto,Palermo,M,Sicilia,Sicilia
FOGGIA,AGR,AKKAK,Aziz,Foggia,M,Puglia,Sud
"ROMA \La Sapienza\\\\\""""",MED,ALMANSOUR,Monir,Roma,M,Lazio,Centro
BOLOGNA,IUS,ALMUREDEN,Enrico,Bologna,M,Emilia-Romagna,Nord
PALERMO,ING-IND,ALA,Guido,Palermo,M,Sicilia,Sicilia
PALERMO,AGR,ALABISO,Marco,Palermo,M,Sicilia,Sicilia
PARMA,FIS,ALABISO,Carlo,Parma,M,Emilia-Romagna,Nord
PIEMONTE ORIENTALE,MED,ALABISO,Oscar,Vercelli,M,Piemonte,Nord
"ROMA \La Sapienza\\\\\""""",L-OR,ALABISO,Alida,Roma,F,Lazio,Centro
FIRENZE,SPS,ALACEVICH,Franca Maria,Firenze,F,Toscana,Centro
MESSINA,MED,ALAFACI,Concetta,Messina,F,Sicilia,Sicilia
MESSINA,MED,ALAFACI,Elisabetta,Messina,F,Sicilia,Sicilia
L AQUILA,ICAR,ALAGGIO,Rocco,Aquila,M,Abruzzo,Sud
MOLISE,M-STO,ALAGGIO,Rosanna,Campobasso,F,Molise,Sud
Seconda Univ. NAPOLI,MED,ALAGIA,Ivo Antonio Mario,Napoli,M,Campania,Sud
MESSINA,IUS,ALAGNA,Sergio,Messina,M,Sicilia,Sicilia
PALERMO,ICAR,ALAGNA,Antonino,Palermo,M,Sicilia,Sicilia
"URBINO \Carlo BO\\\\\""""",M-FIL,ALAI,Mario,Urbino,M,Marche,Centro
PADOVA,MED,ALAIBAC,Mauro Salvatore Alessandro,Padova,M,Veneto,Nord
CATANIA,IUS,ALAIMO,Anna Maria,Catania,F,Sicilia,Sicilia
PALERMO,ICAR,ALAIMO,Giuseppe,Palermo,M,Sicilia,Sicilia
PALERMO,BIO,ALAIMO,Maria Grazia,Palermo,F,Sicilia,Sicilia
"ROMA \La Sapienza\\\\\""""",IUS,ALAIMO,Maria Luisa,Roma,F,Lazio,Centro
UKE - Universit’¾ Kore di ENNA,ING-IND,ALAIMO,Andrea,Enna,M,Sicilia,Sicilia
MILANO,MED,ALAMANNI,Francesco Rodolfo Luigi,Milano,M,Lombardia,Nord
"ROMA \La Sapienza\\\\\""""",MED,ALAMPI,Daniela,Roma,F,Lazio,Centro
MILANO,AGR,ALAMPRESE,Cristina,Milano,F,Lombardia,Nord
BASILICATA,AGR,ALBA,Elio,Potenza,M,Basilicata,Sud
CATANIA,L-ANT,ALBANA,Mela,Catania,F,Sicilia,Sicilia
BOLOGNA,L-OR,ALBANESE,Andreina,Bologna,F,Emilia-Romagna,Nord
CATANIA,L-ANT,ALBANESE,Rosa Maria,Catania,F,Sicilia,Sicilia
CATANIA,MED,ALBANESE,Vincenzo,Catania,M,Sicilia,Sicilia
Cattolica del Sacro Cuore,MED,ALBANESE,Alberto,Milano,M,Lombardia,Nord
Cattolica del Sacro Cuore,MED,ALBANESE,Alessio,Milano,M,Lombardia,Nord
Cattolica del Sacro Cuore,IUS,ALBANESE,Antonio,Milano,M,Lombardia,Nord
FIRENZE,IUS,ALBANESE,Alessandra Serenella,Firenze,F,Toscana,Centro
Mediterranea di REGGIO CALABRIA,AGR,ALBANESE,Giuliana Renata,ReggioCalabria,F,Calabria,Sud
MILANO,M-PSI,ALBANESE,Antonietta,Milano,F,Lombardia,Nord
MILANO,CHIM,ALBANESE,Domenico,Milano,M,Lombardia,Nord
MILANO-BICOCCA,M-PSI,ALBANESE,Ottavia,Milano,F,Lombardia,Nord
"NAPOLI \Federico II\\\\\""""",SECS-P,ALBANESE,Marina,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",ING-IND,ALBANESE,Raffaele,Napoli,M,Campania,Sud
PALERMO,BIO,ALBANESE,Ida,Palermo,F,Sicilia,Sicilia
PISA,L-FIL-LET,ALBANESE,Giuseppa Maria Gabriella,Pisa,F,Toscana,Centro
"ROMA \La Sapienza\\\\\""""",M-FIL,ALBANESE,Luciano,Roma,M,Lazio,Centro
SALENTO,MAT,ALBANESE,Angela Anna,Lecce,F,Puglia,Sud
SALERNO,AGR,ALBANESE,Donatella,Salerno,F,Campania,Sud
VERONA,MED,ALBANESE,Massimo,Verona,M,Veneto,Nord
BOLOGNA,M-PSI,ALBANESI,Cinzia,Bologna,F,Emilia-Romagna,Nord
MESSINA,SECS-P,ALBANESI,Rosa,Messina,F,Sicilia,Sicilia
PAVIA,ING-INF,ALBANESI,Maria Grazia,Pavia,F,Lombardia,Nord
Politecnica delle MARCHE,ICAR,ALBANESI,Silvio,Ancona,M,Marche,Centro
ROMA TRE,ICAR,ALBANESI,Tommaso,Roma,M,Lazio,Centro
BOLOGNA,MED,ALBANI,Fiorenzo,Bologna,M,Emilia-Romagna,Nord
SASSARI,BIO,ALBANI,Diego Maria,Sassari,M,Sardegna,Sardegna
SIENA,ING-INF,ALBANI,Matteo,Siena,M,Toscana,Centro
BARI,MED,ALBANO,Francesco,Bari,M,Puglia,Sud
BARI,SECS-S,ALBANO,Luigi,Bari,M,Puglia,Sud
BOLOGNA,MAT,ALBANO,Paolo,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,CHIM,ALBANO,Vincenzo Giulio,Bologna,M,Emilia-Romagna,Nord
FOGGIA,MED,ALBANO,Maria Grazia,Foggia,F,Puglia,Sud
GENOVA,MED,ALBANO,Claudio,Genova,M,Liguria,Nord
"NAPOLI \Federico II\\\\\""""",IUS,ALBANO,Antonio,Napoli,M,Campania,Sud
PIEMONTE ORIENTALE,MED,ALBANO,Emanuele,Vercelli,M,Piemonte,Nord
PISA,INF,ALBANO,Antonio,Pisa,M,Toscana,Centro
ROMA TRE,L-ART,ALBANO,Lucilla,Roma,F,Lazio,Centro
SALENTO,BIO,ALBANO,Antonella,Lecce,F,Puglia,Sud
SALERNO,MAT,ALBANO,Giovannina,Salerno,F,Campania,Sud
SALERNO,SECS-S,ALBANO,Giuseppina,Salerno,F,Campania,Sud
Seconda Univ. NAPOLI,MED,ALBANO,Luciana,Napoli,F,Campania,Sud
TORINO,MAT,ALBANO,Alberto,Torino,M,Piemonte,Nord
TORINO,SPS,ALBANO,Roberto,Torino,M,Piemonte,Nord
"ROMA \La Sapienza\\\\\""""",L-LIN,ALBANOLEONI,Federico,Roma,M,Lazio,Centro
UDINE,M-PED,ALBAREA,Roberto,Udine,M,Friuli-Venezia-Giulia,Nord
SIENA,GEO,ALBARELLO,Dario,Siena,M,Toscana,Centro
TORINO,M-PSI,ALBASI,Cesare,Torino,M,Piemonte,Nord
TRENTO,ICAR,ALBATICI,Rossano,Trento,M,Trentino-Alto-Adige,Nord
FOGGIA,AGR,ALBENZIO,Marzia,Foggia,F,Puglia,Sud
VERONA,L-LIN,ALBER,Birgit,Verona,F,Veneto,Nord
TORINO,MED,ALBERA,Carlo,Torino,M,Piemonte,Nord
TORINO,MED,ALBERA,Roberto,Torino,M,Piemonte,Nord
CATANIA,BIO,ALBERGHINA,Mario,Catania,M,Sicilia,Sicilia
MESSINA,BIO,ALBERGHINA,Daniela,Messina,F,Sicilia,Sicilia
PALERMO,IUS,ALBERGHINA,Fausto,Palermo,M,Sicilia,Sicilia
PADOVA,VET,ALBERGHINI,Leonardo,Padova,M,Veneto,Nord
CATANIA,FIS,ALBERGO,Sebastiano Francesco,Catania,M,Sicilia,Sicilia
MILANO,SECS-P,ALBERICI,Adalberto,Milano,M,Lombardia,Nord
ROMA TRE,M-PED,ALBERICI,Aureliana,Roma,F,Lazio,Centro
"URBINO \Carlo BO\\\\\""""",IUS,ALBERICI,Mariella,Urbino,F,Marche,Centro
TORINO,FIS,ALBERICO,Wanda Maria,Torino,F,Piemonte,Nord
"ROMA \Tor Vergata\\\\\""""",BIO,ALBERTANO,Patrizia Beatrice,Roma,F,Lazio,Centro
BOLOGNA,IUS,ALBERTAZZI,Alessandra,Bologna,F,Emilia-Romagna,Nord
BOLOGNA,L-LIN,ALBERTAZZI,Silvia,Bologna,F,Emilia-Romagna,Nord
MODENA e REGGIO EMILIA,MED,ALBERTAZZI,Alberto,Modena,M,Emilia-Romagna,Nord
TRENTO,M-FIL,ALBERTAZZI,Liliana,Trento,F,Trentino-Alto-Adige,Nord
Politecnico di MILANO,ICAR,ALBERTELLA,Alberta,Milano,F,Lombardia,Nord
GENOVA,BIO,ALBERTELLI,Giancarlo,Genova,M,Liguria,Nord
Politecnico di TORINO,ING-INF,ALBERTENGO,Guido,Torino,M,Piemonte,Nord
BRESCIA,ING-IND,ALBERTI,Marco,Brescia,M,Lombardia,Nord
Ca Foscari VENEZIA,L-ART,ALBERTI,Carmelo,Venezia,M,Veneto,Nord
CAGLIARI,CHIM,ALBERTI,Guido,Cagliari,M,Sardegna,Sardegna
FERRARA,GEO,ALBERTI,Alberto,Ferrara,M,Emilia-Romagna,Nord
FIRENZE,M-FIL,ALBERTI,Antonina,Firenze,F,Toscana,Centro
GENOVA,MED,ALBERTI,Giorgio,Genova,M,Liguria,Nord
GENOVA,IUS,ALBERTI,Piergiorgio,Genova,M,Liguria,Nord
LIUC - CASTELLANZA,SECS-P,ALBERTI,Fernando Giuseppe,Castellanza,M,Lombardia,Nord
MILANO,M-EDF,ALBERTI,Giampietro,Milano,M,Lombardia,Nord
MILANO,INF,ALBERTI,Maria Alberta,Milano,F,Lombardia,Nord
PADOVA,MED,ALBERTI,Alfredo,Padova,M,Veneto,Nord
PAVIA,CHIM,ALBERTI,Giancarla,Pavia,F,Lombardia,Nord
PISA,MAT,ALBERTI,Giovanni,Pisa,M,Toscana,Centro
Politecnico di MILANO,GEO,ALBERTI,Luca,Milano,M,Lombardia,Nord
SASSARI,VET,ALBERTI,Alberto,Sassari,M,Sardegna,Sardegna
UDINE,AGR,ALBERTI,Giorgio,Udine,M,Friuli-Venezia-Giulia,Nord
VERONA,SECS-P,ALBERTI,Giovanni Battista,Verona,M,Veneto,Nord
Ca Foscari VENEZIA,CHIM,ALBERTIN,Gabriele,Venezia,M,Veneto,Nord
PADOVA,BIO,ALBERTIN,Giovanna,Padova,F,Veneto,Nord
PIEMONTE ORIENTALE,SECS-P,ALBERTINAZZI,Gaudenzio,Vercelli,M,Piemonte,Nord
BOLOGNA,CHIM,ALBERTINI,Beatrice,Bologna,F,Emilia-Romagna,Nord
BOLOGNA,SPS,ALBERTINI,Marco,Bologna,M,Emilia-Romagna,Nord
BRESCIA,SECS-P,ALBERTINI,Sergio,Brescia,M,Lombardia,Nord
Cattolica del Sacro Cuore,L-ART,ALBERTINI,Maria Grazia,Milano,F,Lombardia,Nord
MILANO,IUS,ALBERTINI,Francesco Vincenzo,Milano,M,Lombardia,Nord
MILANO,VET,ALBERTINI,Mariangela,Milano,F,Lombardia,Nord
PADOVA,MAT,ALBERTINI,Francesca,Padova,F,Veneto,Nord
PAVIA,BIO,ALBERTINI,Alessandra,Pavia,F,Lombardia,Nord
PERUGIA,AGR,ALBERTINI,Emidio,Perugia,M,Umbria,Centro
Politecnica delle MARCHE,FIS,ALBERTINI,Gianni,Ancona,M,Marche,Centro
"URBINO \Carlo BO\\\\\""""",MED,ALBERTINI,Maria Cristina,Urbino,F,Marche,Centro
TORINO,M-STO,ALBERTONE,Manuela,Torino,F,Piemonte,Nord
INSUBRIA,SPS,ALBERTONI,Ettore Adalberto,Varese,M,Lombardia,Nord
TRENTO,M-STO,ALBERTONI,Giuseppe,Trento,M,Trentino-Alto-Adige,Nord
Cattolica del Sacro Cuore,M-STO,ALBERZONI,Maria Pia,Milano,F,Lombardia,Nord
PISA,IUS,ALBI,Pasqualino,Pisa,M,Toscana,Centro
BOLOGNA,L-FIL-LET,ALBIANI,Maria Grazia,Bologna,F,Emilia-Romagna,Nord
PADOVA,M-PSI,ALBIERO,Paolo,Padova,M,Veneto,Nord
Universit’¾ IUAV di VENEZIA,ICAR,ALBIERO,Roberta,Venezia,F,Veneto,Nord
MILANO,CHIM,ALBINATI,Alberto,Milano,M,Lombardia,Nord
MILANO,M-STO,ALBINI,Giuliana,Milano,F,Lombardia,Nord
PAVIA,CHIM,ALBINI,Angelo,Pavia,M,Lombardia,Nord
Politecnico di MILANO,ICAR,ALBINI,Marco,Milano,M,Lombardia,Nord
